Date,Open,High,Low,Close,Adj Close,Volume,PredictedClose
2024-09-09,674.0,683.5,672.1400146484375,675.4199829101562,675.4199829101562,2683100,675.7979805562954
2024-09-10,676.8699951171875,680.5900268554688,665.8099975585938,673.6199951171875,673.6199951171875,2079200,674.002722052313
2024-09-11,677.4600219726562,682.969970703125,660.7999877929688,681.469970703125,681.469970703125,2391900,681.8320726077768
2024-09-12,684.9199829101562,694.8800048828125,682.2000122070312,686.7999877929688,686.7999877929688,2588400,687.1480856075823
2024-09-13,680.010009765625,699.6400146484375,680.0,697.0599975585938,697.0599975585938,2276500,697.3811382175115
2024-09-16,700.0,703.02001953125,688.6300048828125,696.5,696.5,1843700,696.8226119968326
2024-09-17,700.8200073242188,707.6300048828125,698.3699951171875,706.9099731445312,706.9099731445312,2298600,707.2052339717982
2024-09-18,707.5499877929688,707.5499877929688,688.0,690.469970703125,690.469970703125,2984400,690.8084260024807
2024-09-19,705.0,715.6599731445312,695.3699951171875,704.3200073242188,704.3200073242188,4228500,704.6220730292061
2024-09-20,705.5499877929688,706.6699829101562,696.3099975585938,701.030029296875,701.030029296875,3998100,701.3407390920675
2024-09-23,702.3900146484375,712.25,699.1599731445312,705.3699951171875,705.3699951171875,3224300,705.6693020836296
2024-09-24,706.6300048828125,722.4400024414062,704.4500122070312,722.260009765625,722.260009765625,3565700,722.5149398976409
2024-09-25,721.0,725.1199951171875,716.2100219726562,721.5599975585938,721.5599975585938,2259800,721.8167669030945
2024-09-26,724.72998046875,725.260009765625,701.719970703125,711.4299926757812,711.4299926757812,2833000,711.7133776010721
2024-09-27,708.3599853515625,710.7100219726562,701.25,707.3499755859375,707.3499755859375,2395600,707.6440803505311
2024-09-30,707.0,711.2100219726562,702.8200073242188,709.27001953125,709.27001953125,1709900,709.5590795712517
2024-10-01,713.6400146484375,717.760009765625,698.5900268554688,706.1300048828125,706.1300048828125,2813500,706.4273149991493
2024-10-02,706.1300048828125,716.2100219726562,704.6900024414062,711.0900268554688,711.0900268554688,1758200,711.374305007156
2024-10-03,704.260009765625,708.8099975585938,700.0,706.7999877929688,706.7999877929688,2256400,707.0955375958131
2024-10-04,713.3200073242188,721.010009765625,708.8200073242188,719.7000122070312,719.7000122070312,2229000,719.9616684781392
2024-10-07,714.760009765625,715.8800048828125,696.4299926757812,701.9199829101562,701.9199829101562,3360500,702.2283544407014
2024-10-08,703.8800048828125,725.0599975585938,703.5499877929688,721.760009765625,721.760009765625,3187400,722.0162535979352
2024-10-09,719.25,728.5900268554688,718.8699951171875,727.4299926757812,727.4299926757812,1981100,727.6713391916569
2024-10-10,723.2899780273438,733.8499755859375,722.5,730.2899780273438,730.2899780273438,2767900,730.5238102160238
2024-10-11,734.9000244140625,736.0,721.219970703125,722.7899780273438,722.7899780273438,2299500,723.043515720437
2024-10-14,725.0,726.6199951171875,711.3099975585938,713.0,713.0,2797100,713.2792598871233
2024-10-15,712.510009765625,713.4000244140625,699.780029296875,705.97998046875,705.97998046875,2932800,706.2776847593207
2024-10-16,703.4299926757812,705.5900268554688,697.8200073242188,702.0,702.0,2494300,702.3081612935962
2024-10-17,704.3499755859375,704.4099731445312,677.8800048828125,687.6500244140625,687.6500244140625,8926700,687.9958888419574
2024-10-18,737.6400146484375,766.280029296875,736.22998046875,763.8900146484375,763.8900146484375,15974100,764.0355660811272
2024-10-21,765.760009765625,773.0,756.5999755859375,772.0700073242188,772.0700073242188,6057100,772.1940666393386
2024-10-22,765.27001953125,769.7000122070312,761.1199951171875,764.239990234375,764.239990234375,2987300,764.3846221410042
2024-10-23,762.8300170898438,763.7899780273438,744.260009765625,749.2899780273438,749.2899780273438,3749000,749.4738896048432
2024-10-24,751.969970703125,755.8200073242188,746.25,754.5499877929688,754.5499877929688,2643000,754.7200792177146
2024-10-25,756.1699829101562,768.5,753.530029296875,754.6799926757812,754.6799926757812,2819500,754.8497425256217
2024-10-28,758.6799926757812,758.6799926757812,747.8800048828125,749.1199951171875,749.1199951171875,2862400,749.3043533078851
2024-10-29,751.1300048828125,763.8800048828125,748.010009765625,759.4400024414062,759.4400024414062,3660400,759.5972458387873
2024-10-30,758.0800170898438,759.7899780273438,752.280029296875,753.739990234375,753.739990234375,1722000,753.912209847183
2024-10-31,753.9299926757812,760.7899780273438,752.22998046875,756.030029296875,756.030029296875,3057700,756.1962320597027
2024-11-01,753.47998046875,763.7999877929688,747.77001953125,756.0999755859375,756.0999755859375,2996800,756.265994571844
2024-11-04,753.1400146484375,762.47998046875,749.6900024414062,755.510009765625,755.510009765625,1902200,755.677578828075
2024-11-05,757.3499755859375,767.530029296875,756.27001953125,763.9099731445312,763.9099731445312,2200600,764.0554721382566
2024-11-06,771.5,781.489990234375,757.3800048828125,780.2100219726562,780.2100219726562,3690800,780.3126942084989
2024-11-07,781.3699951171875,798.219970703125,779.9400024414062,796.5399780273438,796.5399780273438,3295100,796.5997449270387
2024-11-08,797.3599853515625,799.0599975585938,788.6500244140625,795.0399780273438,795.0399780273438,1910600,795.1036860279214
2024-11-11,795.9000244140625,806.8200073242188,795.5700073242188,805.4400024414062,805.4400024414062,2399200,805.4763854117186
2024-11-12,807.5,820.3699951171875,803.75,819.5,819.5,2814100,819.4994417244534
2024-11-13,822.6199951171875,836.989990234375,820.5399780273438,830.469970703125,830.469970703125,2767800,830.4405899200976
2024-11-14,833.6699829101562,841.0,830.02001953125,837.260009765625,837.260009765625,3038200,837.2127888299692
2024-11-15,832.0399780273438,832.0399780273438,816.489990234375,823.9600219726562,823.9600219726562,3673700,823.9477454327541
2024-11-18,815.5,848.4500122070312,809.3300170898438,847.0499877929688,847.0499877929688,4084100,846.9770446632831
2024-11-19,839.75,874.489990234375,839.1599731445312,871.3200073242188,871.3200073242188,3814200,871.183297130935
2024-11-20,879.97998046875,890.5999755859375,868.4000244140625,883.8499755859375,883.8499755859375,4093800,883.6803441466695
2024-11-21,883.9299926757812,908.0,877.239990234375,897.47998046875,897.47998046875,4511300,897.2745375466322
2024-11-22,896.0,906.0,893.0,897.7899780273438,897.7899780273438,3214000,897.5837206174583
2024-11-25,902.0499877929688,902.0499877929688,864.219970703125,865.5900268554688,865.5900268554688,6014200,865.4683716162403
2024-11-26,867.489990234375,886.3599853515625,867.25,872.5999755859375,872.5999755859375,3138300,872.4599024032896
2024-11-27,872.0599975585938,880.9500122070312,858.9099731445312,877.3400268554688,877.3400268554688,2578200,877.187499659326
2024-11-29,882.1699829101562,892.4099731445312,876.6799926757812,886.8099975585938,886.8099975585938,2027200,886.632588955853
2024-12-02,887.510009765625,902.3400268554688,884.1199951171875,897.739990234375,897.739990234375,2389000,897.5338641624462
2024-12-03,894.3599853515625,902.6900024414062,888.030029296875,902.1699829101562,902.1699829101562,2401600,901.9522174728643
2024-12-04,898.0499877929688,915.969970703125,898.0499877929688,911.0599975585938,911.0599975585938,2689600,910.8188744915831
2024-12-05,917.8499755859376,927.0,911.1099853515624,917.8699951171876,917.8699951171876,2835300,917.6109794585841
2024-12-06,915.22998046875,935.27001953125,912.7100219726562,934.739990234375,934.739990234375,2955400,934.4366503406734
2024-12-09,928.0,930.2999877929688,902.5900268554688,913.6900024414062,913.6900024414062,3350100,913.4419692980189
2024-12-10,913.760009765625,922.8800048828124,909.5800170898438,913.3499755859376,913.3499755859376,2388600,913.1028358293104
